"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ifit3b",101.792644360917,-1.21419113758649,0.191879049814506,-6.32789842747438,2.48522635793677e-10,2.82755410626042e-08
"Ift22",928.337049332098,0.367272447978691,0.0580498808555498,6.32684240804223,2.50228675431433e-10,2.83307685695783e-08
"Plin2",15259.8289394057,0.263481101765379,0.0416659511327296,6.32365503732395,2.55447653683885e-10,2.87350120665066e-08
"B4galt1",2013.9331417658,-0.571844381397983,0.0904365523232035,-6.32315547981437,2.56275204556953e-10,2.87350120665066e-08
"Nck2",3736.12606479482,0.19529171324881,0.03091806341175,6.31642773507581,2.67678528902124e-10,2.98693204606649e-08
"Igfbp7",15456.5916967134,0.509843553222808,0.0808103974819869,6.30913309560759,2.80602736290665e-10,3.11616722933317e-08
"Kirrel",14010.6222998516,-0.367411230450008,0.0582431479700159,-6.30823098090706,2.8224278782625e-10,3.11945481211775e-08
"Ptpn13",11124.950489266,-0.324715237725344,0.0514876094085141,-6.30666759353656,2.85107234038103e-10,3.13617957441913e-08
"Mettl8",867.904097460394,-0.332437156147834,0.0527555518870246,-6.30146295995053,2.9484924934369e-10,3.22804296097502e-08
"Zeb1",1819.76200167617,-0.246688861745285,0.0392122581371007,-6.29111592815617,3.15191828282463e-10,3.43455508658966e-08
"Gm15889",313.273005711497,0.784211797148527,0.124794138322531,6.28404352712248,3.29878279851292e-10,3.57779199782639e-08
"Mcc",973.291055859656,-0.731488399195437,0.116752234435625,-6.26530535138296,3.72095536072433e-10,4.01690111267031e-08
"H3f3a",14066.3862466649,0.219118204880681,0.0350204344723245,6.25686711722102,3.92787811546245e-10,4.22065051203164e-08
"Ak3",9291.61366623201,0.312061786856002,0.0500617449994586,6.23353794118397,4.56016842876533e-10,4.87748890468402e-08
"Itih4",31.7230240942188,2.66793213437114,0.428387206028488,6.22785203859175,4.72873325109955e-10,5.03267210684881e-08
"Pou6f1",1033.03945364011,-0.328518219278064,0.0527554153376956,-6.22719425437498,4.74862210857342e-10,5.03267210684881e-08
"Tmem176b",23685.0186564842,0.546677269627816,0.0882448799941257,6.19500269776793,5.82840318995303e-10,6.14896536540044e-08
"Slc25a47",282.219726329337,0.828380741547463,0.133760997679022,6.19299164869626,5.90328581550413e-10,6.19978569130547e-08
"Mfsd13a",1109.80232117502,-0.389101525273817,0.0628386363833054,-6.19207461632938,5.93774291565644e-10,6.2078834717291e-08
