,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gm9481,2.359520685,-1.136315752,0.597355218,-1.902244623,0.057139182,0.249192109
Cyp17a1,0.74879765,-2.098224732,1.103096835,-1.902121976,0.05715521,NA
Ivl,187.0206318,0.947479526,0.498120577,1.902108786,0.057156934,0.249222702
Gm6860,33.94602457,0.437765992,0.230168921,1.901933547,0.057179843,0.249275761
4933421O10Rik,181.5584894,0.161154348,0.084756877,1.901371945,0.057253312,0.249533214
A730020M07Rik,133.3179031,0.47486943,0.249758054,1.901317788,0.057260401,0.249533214
Gm18425,6.024016656,1.451986676,0.763791301,1.901025418,0.057298683,0.249653171
Grk6,3387.352381,-0.180613049,0.09502347,-1.900720403,0.057338645,0.249780395
Epha4,10515.83939,-0.126125326,0.066371576,-1.900291253,0.057394909,0.249978575
Celf1,17987.22013,-0.184157343,0.096921466,-1.900067656,0.057424242,0.250058585
LOC115488203,5.462040569,0.922099728,0.485343307,1.899891714,0.057447332,0.250058585
Pzp,1485.92642,1.834926503,0.965855479,1.899794061,0.057460151,0.250058585
Isg20,1635.751582,0.093395081,0.049161261,1.899769859,0.057463328,0.250058585
Prkdc,2322.476747,0.115439398,0.060768186,1.899668327,0.057476659,0.250058585
Tssc4,1115.969969,0.233099047,0.122709046,1.899607688,0.057484623,0.250058585
Sec14l1,11584.11707,-0.198680549,0.104592013,-1.899576681,0.057488695,0.250058585
Pacrgl,443.0809673,0.125653708,0.066155036,1.899382348,0.057514223,0.250122749
B230354K17Rik,1671.443223,-0.126767538,0.066751146,-1.899106544,0.057550469,0.250233493
C1ql1,0.703424437,-2.474951778,1.303649628,-1.898479257,0.057632978,NA
Snord49b,8.939269641,-0.555866904,0.292832052,-1.898244745,0.057663849,0.250670856
Nat8f4,489.3873077,0.54539518,0.287332511,1.898132507,0.057678629,0.250670856
Pld4,14.5181111,0.595630001,0.313803964,1.898095847,0.057683457,0.250670856
Gm5782,19.93087378,-0.470038804,0.247664645,-1.897884149,0.057711345,0.250745098
Gm34907,17.67113124,-0.436940878,0.230267478,-1.897536212,0.057757204,0.2508891
Acot8,514.5483219,0.135005658,0.071150401,1.89746869,0.057766107,0.2508891
Gm26424,0.950075503,1.957514375,1.031666899,1.897428692,0.057771382,NA
AF067063,0.997972905,2.018545843,1.063923251,1.897266406,0.057792786,NA
Fer1l5,129.4566571,-0.329758659,0.173826659,-1.897054572,0.057820736,0.251035242
Pias1,2558.19587,-0.259971335,0.137039817,-1.897049635,0.057821387,0.251035242
Map3k7,2544.642894,0.07287426,0.038419205,1.896818559,0.057851889,0.251120693
Olfr461,7.936169489,0.971646675,0.512276083,1.896724652,0.057864288,0.251127549
Ccdc71l,243.5850314,0.350688113,0.184901574,1.896620481,0.057878046,0.251129423
Gm29667,5.469419313,-0.761647435,0.40159469,-1.896557534,0.05788636,0.251129423
Rsc1a1,1.746335106,-1.638459145,0.863999855,-1.89636507,0.057911787,0.2511583
Cd79b,0.920829729,1.882855179,0.992877272,1.896362453,0.057912133,NA
BC031181,3339.220684,0.343841635,0.181318239,1.896343343,0.057914658,0.2511583
LOC115486414,7.934944723,-0.636746047,0.335825316,-1.896063271,0.057951679,0.251271896
Frat2,807.7525953,-0.325246095,0.171570942,-1.895694527,0.058000449,0.25143639
Soat1,7054.704438,0.234055683,0.12347629,1.895551635,0.058019358,0.25147139
Msra,153.5537853,0.612284626,0.323052944,1.895307373,0.058051692,0.251564557
A930029G22Rik,1.869708871,1.723361926,0.909412417,1.895027926,0.058088702,0.25162086
Gm15790,9.487193979,0.56745312,0.299444287,1.895020695,0.05808966,0.25162086
D630024D03Rik,13.94273935,1.09331585,0.576988105,1.894867226,0.058109994,0.25162086
Gm7079,7.129363149,-0.647696785,0.341821875,-1.894837146,0.05811398,0.25162086
Etv3l,1.600281847,-1.537045169,0.8111912,-1.894800102,0.05811889,0.25162086
Wt1,1.786371497,-2.224486144,1.174174831,-1.894510157,0.058157327,0.251707405
Pdxdc1,6269.356786,0.204628621,0.108012755,1.894485711,0.058160569,0.251707405
Nfkbib,1012.663467,0.182985829,0.096603498,1.894194642,0.058199179,0.251814883
Stxbp1,3056.978773,-0.299790634,0.15827834,-1.894072395,0.058215401,0.251814883
Shoc1,2.708508142,-1.773248986,0.936241097,-1.894008916,0.058223826,0.251814883
Iqcc,370.1933532,0.147166701,0.077702704,1.893971437,0.058228801,0.251814883
Gm18706,1.212329831,3.260791856,1.72168629,1.893952386,0.05823133,NA
TrnS2,165.6322665,0.211350382,0.111608199,1.893681501,0.058267298,0.251934425
Micalcl,170.7078609,0.461737312,0.243873967,1.893343999,0.058312137,0.252018362
Rundc1,1166.742264,0.369544801,0.195190011,1.893256723,0.058323737,0.252018362
Pdzd3,4.310038922,-1.080427539,0.570681769,-1.893222455,0.058328292,0.252018362
Gm51656,1.864047756,1.740370938,0.9192706,1.893208527,0.058330144,0.252018362
Gm51690,1.346681972,2.538428956,1.341028477,1.892897131,0.058371551,NA
Srd5a3,926.4306594,0.216261944,0.114253164,1.892831113,0.058380333,0.25218826
Gm5486,59.68142577,0.872884161,0.46119123,1.89267294,0.058401377,0.252232222
4933427E11Rik,36.90261569,0.478141847,0.252711747,1.892044407,0.058485064,0.252546669
Ccdc174,632.9353129,0.15903674,0.084060886,1.891923193,0.058501215,0.25256942
Cdr2,1163.690054,0.223284732,0.11803804,1.891633682,0.058539805,0.252650294
4930431P19Rik,20.19275721,0.486815993,0.25736141,1.891565614,0.058548881,0.252650294
Ola1,7851.037532,-0.110043871,0.058176938,-1.891537698,0.058552604,0.252650294
Mov10,5489.392268,-0.088973729,0.047044788,-1.891255807,0.058590205,0.252737196
Gm34152,3.678482112,1.329807221,0.703146536,1.891223454,0.058594522,0.252737196
Smap2,1931.771142,0.072361515,0.038264998,1.89106281,0.05861596,0.252774967
Gm29538,3.046200261,1.286960855,0.680575281,1.890989714,0.058625717,0.252774967
Pan2,1904.894146,-0.344258581,0.182059444,-1.890913059,0.058635951,0.252774967
Dars,8289.208168,0.198402922,0.104956954,1.890326595,0.058714294,0.253065694
Gm34075,2.221864915,-1.292101555,0.683579911,-1.890198256,0.05873145,0.253083423
4930578M01Rik,4.569200368,0.978954064,0.51792875,1.890132695,0.058740215,0.253083423
Prkcsh,8018.689355,-0.142059456,0.075166009,-1.889942783,0.058765613,0.253145856
LOC115488470,46.30849672,-0.410478837,0.217202452,-1.889844397,0.058778774,0.253155565
Gm7613,1.58928883,-1.798335452,0.95171173,-1.889580002,0.058814154,0.253260948
Ankzf1,777.6734445,-0.249747858,0.132188641,-1.889329188,0.058847733,0.253358538
1700067K01Rik,48.44662018,-0.607761151,0.321724336,-1.889074228,0.058881883,0.253458552
Klhl17,1062.581923,-0.224651286,0.118948404,-1.888644816,0.058939438,0.253659252
Gm6611,31.09046824,0.534028006,0.282778498,1.88850287,0.058958473,0.253694134
Gm7064,16.95979571,0.548002832,0.290210032,1.888297345,0.058986044,0.253765722
E130112N10Rik,37.50355941,-0.568879231,0.301296096,-1.888106877,0.059011604,0.253784031
Ap1m2,0.803179834,2.1859109,1.157753638,1.888062216,0.059017599,NA
Cycs-ps1,1.408841829,-1.563494718,0.828123151,-1.887997837,0.059026241,0.253784031
Gm34170,6.532739786,0.74106502,0.392520532,1.887964985,0.059030651,0.253784031
Gm5643,28.00033656,-0.568861519,0.301334762,-1.887805827,0.059052023,0.253784031
Gm51932,5.17220499,-0.764179374,0.404811942,-1.887739204,0.059060971,0.253784031
Ndufs7,2620.139792,0.139432922,0.073863474,1.887711394,0.059064706,0.253784031
Gm32786,2.97189901,-1.079681912,0.571957662,-1.887695513,0.059066839,0.253784031
Pomp,3127.0646,0.129348689,0.068528919,1.887505168,0.059092412,0.253796557
Scd4,60.63488345,-0.415014794,0.219879747,-1.887462575,0.059098136,0.253796557
Fam78a,108.5366223,-0.213094498,0.112901955,-1.88742966,0.059102559,0.253796557
Nedd9,2802.399803,0.273928577,0.145164943,1.887016055,0.059158166,0.253944596
Dnajc19-ps,4.018695417,0.872707842,0.462481713,1.887010484,0.059158916,0.253944596
Gm35655,1.981350826,-1.347030638,0.71402205,-1.886539271,0.059222322,0.254155285
Lamc3,17.47651909,1.19270042,0.632290984,1.886315716,0.059252423,0.254155285
Gm33162,29.9857007,0.662280197,0.35110803,1.886257618,0.059260248,0.254155285
Gm32675,2.899290479,1.848010373,0.979732141,1.886240428,0.059262563,0.254155285
Dnm1,690.9556537,-0.222600862,0.118013071,-1.886239047,0.059262749,0.254155285
Glyr1,7604.287151,0.346621586,0.183783758,1.88602948,0.059290982,0.254229391
Gm16016,9.503683289,-0.738874387,0.391867831,-1.885519375,0.059359751,0.254447427
Gtf2b,2384.328687,0.179251499,0.095068937,1.885489671,0.059363758,0.254447427
Gm4895,17.63528586,-0.446631458,0.236895569,-1.885351675,0.059382374,0.254480224
Axin2,4.747815875,1.091793549,0.579164,1.885119846,0.059413659,0.254567294
3110083C13Rik,15.46249976,0.458854375,0.243434,1.884923117,0.059440219,0.254596173
Gm30294,1.542949345,1.596351792,0.846912572,1.884907422,0.059442338,0.254596173
Rabggtb,6041.853547,-0.118576908,0.062917524,-1.884640406,0.059478403,0.254703642
Foxa1,3981.689324,0.340364645,0.180622609,1.884396681,0.059511338,0.254762563
Sdk2,3.897071943,-1.688424504,0.896012463,-1.884376137,0.059514115,0.254762563
Gm51891,18.50687254,-0.6814308,0.361672644,-1.884109322,0.05955019,0.25486998
Snora23,7.263472334,-0.687358475,0.36486584,-1.88386634,0.059583057,0.254963636
Ddn,34.31464588,-0.759332551,0.403102188,-1.883722227,0.059602558,0.25500007
Gm32200,45.348216,0.72024543,0.382487657,1.883055351,0.059692867,0.255293316
Get3,4257.069412,0.165808461,0.088052968,1.883053642,0.059693099,0.255293316
Gm34765,404.6290466,0.275450168,0.146287245,1.882940429,0.059708441,0.25530953
Nyap1,1004.006288,-0.620959944,0.329795546,-1.882863343,0.05971889,0.25530953
Ccdc39,84.25426062,-0.364815815,0.193782031,-1.882609101,0.059753362,0.255409859
Pnldc1,14.69542456,-0.756673838,0.401959391,-1.882463389,0.059773126,0.255447295
Kmt5c,2485.197414,-0.272928138,0.145005894,-1.882186513,0.059810696,0.255544881
Alox12,5.591797873,0.815081875,0.433062883,1.882132844,0.059817981,0.255544881
Gm38482,30.30391676,-0.59575299,0.316563728,-1.881936995,0.059844571,0.255611425
A430035B10Rik,18.70920182,0.621467514,0.330248407,1.881818353,0.059860683,0.255633202
Invs,683.4106838,0.212580556,0.112978611,1.881600014,0.059890344,0.2556934
Ptprd,237.1431135,-0.531706912,0.282589477,-1.881552414,0.059896812,0.2556934
Atp8a2,150.7169886,2.248107296,1.194933182,1.881366531,0.059922076,0.25575421
Gm7232,41.07928498,-0.272067532,0.14462116,-1.881242916,0.059938882,0.255778904
Swi5,7584.330854,0.100318195,0.053335248,1.880898624,0.05998571,0.25593168
Gm46416,26.92269739,-0.489785067,0.260419112,-1.880756997,0.060004982,0.255966852
Zdhhc9,3064.104639,0.102087321,0.054289717,1.880417239,0.060051236,0.256117087
Adamtsl5,488.8752597,-0.512992288,0.272821911,-1.880319234,0.060064584,0.256126949
Mier2,1620.764833,-0.236397769,0.125727757,-1.880235311,0.060076015,0.256128639
Rad51,4112.835177,0.132227904,0.070336581,1.87993079,0.060117511,0.256243457
Pttg1,807.0155116,-0.127074737,0.067598487,-1.87984588,0.060129086,0.256243457
Mdp1,586.6134961,-0.159302239,0.084744489,-1.879794672,0.060136067,0.256243457
Slc6a20b,2.46259227,1.364287927,0.725886676,1.879477848,0.060179275,0.256351498
Gm46652,3.007468688,1.333285287,0.709403049,1.879446795,0.060183512,0.256351498
Dapp1,749.9811841,0.089626724,0.047692249,1.879272311,0.06020732,0.25636057
4833439L19Rik,5430.577109,0.422558111,0.224852347,1.879269294,0.060207732,0.25636057
Pramel21,1.461066775,1.879260771,1.000118089,1.879038877,0.060239185,0.256434422
Gm8181,13.22603738,0.584760282,0.311211491,1.878980369,0.060247174,0.256434422
Pglyrp2,0.770193426,2.060312447,1.096560268,1.878886649,0.060259972,NA
Snora43,40.15635697,-0.390666486,0.207940534,-1.878741386,0.060279814,0.256473966
Rab17,303.9492146,0.406307831,0.21627101,1.878697616,0.060285793,0.256473966
Yif1a,1904.31285,0.179312014,0.09544772,1.878641147,0.060293509,0.256473966
Gm8188,1.906579248,-1.345538111,0.716263923,-1.878550725,0.060305865,0.256473966
Ciz1,2792.756509,-0.156893308,0.083520174,-1.878507917,0.060311715,0.256473966
Dzank1,14.16254676,-0.511706394,0.27242549,-1.87833522,0.060335321,0.256527351
Becn2,2.834329825,-1.173274078,0.624715677,-1.878092901,0.060368457,0.256621226
6030440G07Rik,0.851830929,2.224166204,1.184492884,1.877737076,0.060417142,NA
Gm40181,5.590099243,-0.877571386,0.467396735,-1.877572778,0.060439633,0.256876739
Gm52137,92.50754237,-0.87521584,0.466177644,-1.877429883,0.060459199,0.256912854
Gm46655,0.94628534,1.95721526,1.042631313,1.87718826,0.060492296,NA
Mrps25,2208.331942,0.152158521,0.08107968,1.876654204,0.060565503,0.25730651
Gm9805,2.790090834,-1.157925506,0.617036305,-1.876592181,0.06057401,0.25730651
Gm52662,0.954191077,-2.088548218,1.113099004,-1.876336436,0.060609097,NA
Prss23,528.7078137,-0.160732343,0.085663248,-1.87632791,0.060610267,0.257413411
Scfd1,2746.158424,0.363357175,0.193671991,1.876147265,0.060635061,0.2574716
Coa3,2926.012868,0.125128611,0.066702942,1.875908408,0.060667858,0.257563743
Gm19723,6.975519013,1.18106157,0.62966774,1.875690139,0.060697841,0.257643907
Ints2,4564.938527,0.15235977,0.081239092,1.875448949,0.060730986,0.257737465
Hif1a,21954.08368,-0.156191978,0.083287492,-1.875335343,0.060746604,0.257756614
Gm52922,23.67387006,-0.355742716,0.189715838,-1.875134516,0.06077422,0.257826659
Gm50432,4.656337051,-0.87584919,0.467165368,-1.87481618,0.060818016,0.257965307
Gm34702,1.00653993,2.063091396,1.100459802,1.874753982,0.060826577,NA
Disp2,6375.301282,0.459874629,0.245309969,1.874667513,0.060838479,0.25800495
Senp8,550.125718,-0.113861048,0.060742937,-1.874473885,0.060865138,0.258033121
Prodh2,22.35250915,-0.790859977,0.421913999,-1.874457779,0.060867356,0.258033121
Sgk1,1577.257085,-0.615223223,0.32826062,-1.874191374,0.060904053,0.258141538
Clnk,2.828101779,-1.146961951,0.612083728,-1.873864472,0.060949107,0.258197937
Gm13082,1.636346125,-1.334547246,0.712208353,-1.873815773,0.060955822,0.258197937
Gm7598,1.965419029,1.295020209,0.691124713,1.873786574,0.060959848,0.258197937
Letm1,2932.850048,0.185579503,0.099043898,1.873709592,0.060970463,0.258197937
Mon2,5046.929291,0.075936685,0.040532109,1.873494533,0.061000127,0.258197937
Gm25819,1.858482846,-1.438273475,0.767732339,-1.873404835,0.061012503,0.258197937
Gm32894,8.53094404,0.704700409,0.376166113,1.873375578,0.06101654,0.258197937
Cyb561d1,262.063713,-0.243971441,0.130231682,-1.873364738,0.061018036,0.258197937
Ston2,5710.881659,0.251677643,0.134346507,1.873347132,0.061020465,0.258197937
Rbm3,2024.6496,-0.294810877,0.157381013,-1.873230269,0.061036594,0.258197937
Gm29906,3.825541638,-1.125083235,0.600618561,-1.873207569,0.061039728,0.258197937
Psmd1,11306.21465,0.092997287,0.049649595,1.87307241,0.061058387,0.258204378
Gm13408,37.09455966,-0.332126299,0.177319822,-1.873035378,0.0610635,0.258204378
Lrrc39,122.9697174,0.454627631,0.242756028,1.872775868,0.061099342,0.258298499
Entr1,3893.465287,-0.123616599,0.066011251,-1.872659548,0.061115413,0.258298499
Gm35365,8.586655649,-0.63774139,0.340558746,-1.872632538,0.061119145,0.258298499
Gm30448,15.42863274,1.891242033,1.010101112,1.872329424,0.061161042,0.258428508
H2bc21,2928.322735,0.133579421,0.071356351,1.872004649,0.06120596,0.258560797
Zg16,3.753500561,1.799743697,0.961431346,1.871941981,0.061214631,0.258560797
Gm32715,16.88890789,-0.638371615,0.341084244,-1.871595143,0.061262636,0.258716481
Cnot1,21983.53146,0.078402835,0.041893184,1.871493807,0.061276668,0.258728662
Gm7561,0.794306429,2.103993623,1.124298733,1.871383078,0.061292003,NA
Grhl3,42.55337612,1.437402766,0.768168945,1.871206555,0.061316457,0.258849574
LOC115490200,647.1103235,-0.189511068,0.101295399,-1.870875373,0.061362357,0.258985279
Syn1,141.2126025,-0.657447834,0.351423481,-1.870813619,0.061370919,0.258985279
Sat1,6685.41001,-0.299576763,0.16014007,-1.870717075,0.061384307,0.258994685
Mmp28,656.8499937,-0.369965212,0.197904505,-1.869412784,0.061565407,0.2597027
Hsd17b10,4291.70274,-0.103994508,0.05563145,-1.86934744,0.061574492,0.2597027
Gm49890,567.3793639,-0.239097558,0.127925498,-1.869037546,0.061617591,0.259837261
Derl2,2909.265132,0.0936531,0.050133087,1.868089627,0.061749579,0.260346546
Trp53,574.7215944,-0.209717461,0.112286419,-1.867701033,0.061803755,0.260527632
Exog,1114.73009,0.209929159,0.112426563,1.867255871,0.061865865,0.260685889
Gm2518,13.7613579,-0.463283911,0.248117381,-1.86719652,0.061874149,0.260685889
Gm33483,17.73901948,0.42657355,0.228458937,1.867178214,0.061876705,0.260685889
Bcat1,1176.99076,-0.846375329,0.453307686,-1.867110034,0.061886224,0.260685889
Gm36157,5.660305839,-0.808529222,0.433082671,-1.866916586,0.061913237,0.260744884
Gm7020,1.236071959,1.943585151,1.041090461,1.86687442,0.061919127,NA
Gm12915,2.887862877,1.025108204,0.549111514,1.866848859,0.061922697,0.260744884
Vps50,2617.468766,0.131709351,0.07056673,1.866451099,0.06197828,0.260931593
Smim5,37.18339402,-0.375240194,0.201075028,-1.866170039,0.062017579,0.261049695
Ranbp1,9065.237318,0.139843774,0.074952639,1.865761836,0.062074694,0.261153622
2610307P16Rik,157.0187276,0.182168287,0.097639025,1.865732346,0.062078822,0.261153622
Marcksl1-ps4,1165.735355,0.53438916,0.286431087,1.865681429,0.062085949,0.261153622
Ptprc,6.4739858,0.75681566,0.405653126,1.86567195,0.062087276,0.261153622
BC051019,3.803301117,-0.993264914,0.532462706,-1.865416868,0.062122995,0.261256516
Lcor,6384.079444,-0.128112021,0.068680469,-1.865334112,0.062134587,0.261257927
Rnf39,1714.781118,-0.535394074,0.287111694,-1.864758855,0.062215213,0.261549555
9930021J03Rik,4074.274923,-0.115357682,0.061866832,-1.86461272,0.062235709,0.261560177
Oxa1l,1688.313373,-0.07218013,0.038711197,-1.864580143,0.062240278,0.261560177
Gm33819,1.127377334,2.272039462,1.218682728,1.864340415,0.062273915,NA
Zbtb32,394.5117682,0.698280042,0.374548896,1.864322788,0.062276388,0.261664551
Zfp112,99.4395092,0.180156383,0.096650864,1.86399144,0.062322906,0.261812608
Sgf29,724.4823997,0.128753177,0.069084764,1.863698587,0.062364044,0.261895486
Carhsp1,3167.950193,0.187878536,0.100809953,1.863690342,0.062365202,0.261895486
Gm29083,2.245843627,1.790147218,0.960595607,1.863580476,0.062380642,0.261912933
Gm34475,3.60392676,2.227472113,1.195496803,1.863218795,0.06243149,0.262079015
Gm35210,0.727421428,-2.510495353,1.348020864,-1.862356452,0.062552863,NA
Smc4,20160.53144,-0.137888894,0.074042001,-1.862306428,0.06255991,0.262570617
Cbr3,1486.980132,-0.675533416,0.362819874,-1.8618975,0.06261754,0.262764978
Rapgefl1,127.873396,-0.499797778,0.268465544,-1.861683144,0.062647766,0.262777967
Gm10420,19.19380023,-0.38146946,0.204906069,-1.861679658,0.062648258,0.262777967
LOC115487268,1.934416776,-1.388836295,0.746031495,-1.861632256,0.062654943,0.262777967
Fan1,591.6460273,0.245692887,0.13198265,1.861554429,0.062665922,0.262777967
Lacc1,375.6958416,-0.315560436,0.169549245,-1.861172753,0.062719785,0.262888492
Snora41,14.64745708,-0.479652588,0.257727368,-1.861085191,0.062732147,0.262888492
Slc28a1,5.420283714,-1.336567783,0.718189056,-1.861024994,0.062740647,0.262888492
Gm2106,45.16248061,-0.469080047,0.252059696,-1.860987912,0.062745884,0.262888492
2900026A02Rik,7343.370585,0.175582169,0.094349991,1.860966469,0.062748912,0.262888492
Ltbp4,3396.609015,-0.714047746,0.383726588,-1.860824262,0.062768998,0.262925184
Gm32801,1.104402346,3.106133153,1.669319937,1.860717699,0.062784053,NA
Gm15696,36.06798496,-0.381793364,0.205217617,-1.860431718,0.062824471,0.263110062
Vps33a,2626.789098,0.351503832,0.188947525,1.86032515,0.062839537,0.263125683
Sfrp5,0.607799985,-2.311360863,1.242484978,-1.860272682,0.062846956,NA
Faxc,2159.428806,0.114370848,0.06148416,1.860167705,0.062861803,0.263171436
Slc50a1,1085.652661,0.095426021,0.051302371,1.860070385,0.062875569,0.263181595
Dock9,3148.587366,0.0921282,0.049533709,1.859909173,0.062898377,0.263229595
Slc20a1,2293.607677,-0.291142757,0.156570211,-1.859502866,0.062955893,0.263381916
Rps2-ps13,20.49783629,-0.512702237,0.275721708,-1.859491736,0.06295747,0.263381916
Gm33376,2.975494105,-1.127985486,0.606650773,-1.859365446,0.062975356,0.263409266
Gng5,4703.578351,0.244628099,0.131576006,1.859215118,0.062996653,0.263450867
Hunk,504.5479208,0.411703356,0.221461749,1.859026929,0.063023321,0.2634682
Gm13786,28.05356876,-0.512417667,0.275637758,-1.859025666,0.0630235,0.2634682
Psme2,2624.499178,0.148733465,0.080026264,1.858558145,0.063089794,0.263697844
Gm22951,1.120825182,-1.844716045,0.992663779,-1.858349306,0.063119426,NA
Gm10638,3.631246144,0.871635929,0.469045319,1.858319213,0.063123697,0.263792043
Gm11633,1.463793782,-1.642745717,0.884051393,-1.858201605,0.06314039,0.263794913
Dcc,2.102016292,1.397165999,0.751910671,1.858154236,0.063147115,0.263794913
Ppan,2258.247422,-0.13572557,0.073073582,-1.857382201,0.063256797,0.264163836
Npff,12.86445768,-0.646979467,0.348330505,-1.857372399,0.06325819,0.264163836
Slc25a44,1787.74493,0.434712548,0.234099754,1.856954314,0.063317654,0.26436459
Nap1l2,0.98927497,-3.474513299,1.871300207,-1.856737517,0.063348507,NA
Gm38953,1.199783996,1.866991981,1.005568701,1.856652836,0.063360562,NA
Atp6v1b2,7125.766843,0.362681168,0.195342948,1.856638139,0.063362654,0.264485472
Ccn6,7.119062675,-0.875594717,0.471614277,-1.856590777,0.063369397,0.264485472
Zfp804a,14.72267645,-0.803480106,0.432805501,-1.856446152,0.063389992,0.264523859
Cd63-ps,66.91770952,0.237453566,0.127914225,1.856349958,0.063403693,0.264533472
Gtpbp3,1453.113815,-0.074197502,0.03997288,-1.856196062,0.063425617,0.264577386
Cd151,7292.825169,0.144460519,0.077831155,1.856075736,0.063442764,0.264601356
1700003G18Rik,2.882123765,1.069302663,0.576172237,1.855873286,0.063471621,0.264674153
Rab37,27.84944978,-0.514376939,0.277188421,-1.855694174,0.063497162,0.264727145
1700123M08Rik,62.68914222,-0.277956303,0.149794623,-1.855582648,0.063513069,0.264727145
Gm51899,7.856316387,-0.657259685,0.35422675,-1.855477274,0.063528102,0.264727145
Gm7658,28.47369914,-0.347255291,0.187166966,-1.855323613,0.063550028,0.264727145
Ankra2,1104.572045,-0.137577945,0.074153602,-1.855310333,0.063551924,0.264727145
Resp18,9.971119008,0.843589176,0.45469043,1.855304444,0.063552764,0.264727145
Prpf18,3663.076777,0.131499757,0.070897108,1.854797195,0.063625193,0.264981289
Gpr155,136.0144507,0.410352635,0.221356308,1.853810436,0.063766285,0.265521255
Rps2-ps10,189.7745022,-0.256737098,0.13850566,-1.853621708,0.0637933,0.265586096
LOC108168361,13.17969045,0.511177968,0.275813593,1.853345814,0.063832809,0.265666993
Gm41647,15.54662859,-0.501530392,0.270610971,-1.853326162,0.063835624,0.265666993
Spata25,1.708184359,-1.65418773,0.892706201,-1.853003517,0.063881855,0.265782864
Ndufab1,3315.194656,0.108120963,0.058350024,1.852972029,0.063886368,0.265782864
Gm22200,3.126943412,-1.102526115,0.595110343,-1.852641494,0.063933761,0.265932364
5330416C01Rik,1.408186127,1.750936695,0.94533898,1.85217867,0.064000171,0.266160896
Shb,2259.539812,0.118367614,0.063929245,1.851540919,0.064091774,0.266481073
Atpif1,4634.301166,0.162734376,0.087894077,1.851482835,0.064100122,0.266481073
Fam229b,37.96708467,0.393745402,0.212685582,1.851302746,0.064126011,0.266528369
Mir7682,1.505417834,-1.820757297,0.9835318,-1.851243952,0.064134465,0.266528369
Por,16450.94815,0.234484775,0.126678332,1.851025118,0.06416594,0.266611432
Gm5104,5.789661632,-0.750437517,0.405463123,-1.850815708,0.06419607,0.266674184
Srp9,2243.111427,0.186918002,0.100995243,1.850760461,0.064204022,0.266674184
Ripk1,3631.265092,0.139819904,0.075560369,1.850439672,0.064250205,0.266818262
Ets1,5252.799657,-0.15398343,0.083239575,-1.849882459,0.064330493,0.267103888
Gm19325,31.32285389,0.478642081,0.258761479,1.849742404,0.064350686,0.267139942
A630039O03Rik,1.292532221,2.047161777,1.106777373,1.849659946,0.064362577,NA
Ptk7,3988.706941,-0.075377216,0.040759874,-1.849299513,0.064414576,0.267357352
Dgki,0.92590575,1.87300527,1.012912186,1.849128973,0.064439192,NA
Mapre2,3602.063798,0.46939408,0.253873865,1.848926352,0.064468448,0.267487652
Tsen34,4152.839661,0.094055534,0.050870735,1.848912425,0.064470459,0.267487652
Riok3,3297.079151,0.158590114,0.085778051,1.848842605,0.064480543,0.267487652
Lars,10823.55815,-0.20301074,0.109825758,-1.848480215,0.064532904,0.267657023
Gm5903,35.76853827,0.342639783,0.185376065,1.848349642,0.064551779,0.267687472
A930006I01Rik,2.043870619,1.831853754,0.991225432,1.848069769,0.06459225,0.267807455
Dubr,296.8525496,-0.30070299,0.162729181,-1.847873803,0.064620601,0.267877148
Vamp9,2.086619504,-1.266001177,0.685244048,-1.847518678,0.064672004,0.268042358
Tmem269,9.310400053,-0.62202576,0.336713422,-1.847344715,0.064697196,0.268098897
Cxcl2,54.2281477,0.535128484,0.289693445,1.847223306,0.064714783,0.268123904
Ccl27a,289.715303,-0.237735388,0.128719395,-1.846927487,0.06475765,0.268253626
Gm41935,1.03605098,-2.135649488,1.156647234,-1.846413863,0.064832136,NA
Mcur1,1156.152354,0.244751691,0.132573437,1.846159356,0.064869071,0.268594284
Flvcr2,165.3880932,1.53410182,0.830976894,1.846142571,0.064871507,0.268594284
Mfsd1,4243.425223,0.155022498,0.083973615,1.846085792,0.06487975,0.268594284
Apip,1028.765563,0.442871998,0.239903595,1.846041525,0.064886176,0.268594284
Mir181b-1,1.349206534,-1.738603005,0.942033623,-1.845584874,0.064952504,NA
Ankrd49,883.5367148,-0.11567312,0.062689687,-1.845169848,0.065012835,0.269070596
Gm32700,4.528033418,0.993510336,0.538474571,1.845045967,0.065030852,0.269097179
Mcph1,1921.915858,-0.075055721,0.040683033,-1.844889998,0.065053542,0.269143085
S1pr2,1104.071487,0.283757944,0.153832203,1.844593898,0.065096635,0.269207309
L3hypdh,456.8466671,-0.373058561,0.202248001,-1.844559939,0.065101579,0.269207309
Ercc5,923.040554,0.130964266,0.071001817,1.844519919,0.065107406,0.269207309
Tsnaxip1,15.14202842,-0.488208426,0.264688423,-1.8444646,0.06511546,0.269207309
Srek1,3926.195528,-0.122903234,0.066638019,-1.844341047,0.065133453,0.269233739
Fkbpl,340.721861,0.163858167,0.088847752,1.844257877,0.065145567,0.269235864
Gm46043,64.25867903,-0.268294359,0.145488202,-1.844097008,0.065169004,0.26927109
Psd4,588.9118984,0.258801565,0.140344867,1.84404012,0.065177293,0.26927109
Cyp2c52-ps,186.1358202,0.51195171,0.277658555,1.843817523,0.065209738,0.269289221
Ticrr,1870.949243,-0.110109684,0.059719321,-1.843786611,0.065214245,0.269289221
