,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gm40399,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm34923,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm40390,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm9359,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4120,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4101,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm19786,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir3066,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir6387,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm48201,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
1700022H16Rik,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm33418,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm32576,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18244,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm11704,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Cd300ld4,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4932435O22Rik,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51924,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51950,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm11622,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm11621,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
LOC115487802,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir7116,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm11597,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Krt32,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm11596,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gsdma2,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm33099,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm11524,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm22423,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm11541,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm11443,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm23506,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
1700071K01Rik,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Slc13a5,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Wscd1,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm40039,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Alox12b,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
n-TGtcc6,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
n-TTagt8,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Pik3r6,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir6406,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm12296,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51865,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm12253,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39827,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm33026,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Glra1,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Slc36a3os,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm30217,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Olfr1390,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4926,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Nipal4,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir8100,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Sox30,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm12156,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51418,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gabra1,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm12128,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm42071,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm33453,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Smim23,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm35723,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm35131,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm12085,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir216a,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
5730522E02Rik,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm12066,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51939,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Rpsa-ps3,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4933406G16Rik,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Ikzf1,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm11996,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Sun3,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm36720,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm11981,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Vmn2r85,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Vmn2r84,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Olfr815,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm25494,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm40800,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
1700025K04Rik,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
1700021G15Rik,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4489,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm40784,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Glipr1l3,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4930473O22Rik,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
n-TDgtc8,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4930534H03Rik,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm29915,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4930555G07Rik,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Fabp3-ps1,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm6721,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm8137,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm8264,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Nmrk2,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm24019,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Ccdc105,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir7659,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm19668,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm36040,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm34486,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
D630013N20Rik,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4930545H06Rik,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4930521O17Rik,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51803,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm36257,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Popdc3,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
F930017D23Rik,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm5079,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm25613,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4780,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18508,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18041,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm30165,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51762,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm36228,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Taar9,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Taar6,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm33332,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm32105,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm40602,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm23680,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm25682,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm31471,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm25369,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Ccr5,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Zfp660,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Lyzl4os,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm38661,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18229,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm7229,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Susd5,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm36686,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm36540,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm36088,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Rp31-ps19,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Fbxw20,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm34605,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18542,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm28111,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Iqcf4,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Trim42,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm5371,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39409,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir7656,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm25417,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm46147,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm22138,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm2109,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm27216,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39381,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm8058,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Nr1h2-ps,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm23567,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm27230,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm3458,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir5626,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18587,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51258,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm22099,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm7616,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gldn,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51731,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Rab39,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39338,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Htr3a,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm32335,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Scn4b,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm3898,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm36170,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51735,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mirlet7a-2,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir100,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm48277,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18892,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm24278,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Olfr160,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm46107,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm32359,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm25439,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm27166,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm33456,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Dpy19l2,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39306,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51662,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
1700128F08Rik,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51555,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm31519,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Clec3a,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4930571O06Rik,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm26994,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm9564,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
n-TGgcc10,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
n-TGgcc11,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Ces2h,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm5361,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
A330008L17Rik,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
n-TLcag4,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm2875,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm35162,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm34846,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm42032,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm33632,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm32327,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Ucp1,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Ttc29,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm2975,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm2961,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
LOC115486929,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm25813,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm6011,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm17766,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm16530,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm19140,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm34597,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm34474,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Chrnb3,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm32389,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm31727,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39147,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir7065,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm15352,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39133,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39129,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm31726,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18393,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm31463,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm7506,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Krtap5-5,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4553,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm29735,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm25370,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir202,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir7686,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4930570E01Rik,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm9341,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm36356,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Tex36,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm40457,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm9299,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Cd19,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm30560,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm23168,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51498,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Hs3st2,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Abca15,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4930505K13Rik,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm19963,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm6008,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm33586,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm5599,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
1700095J03Rik,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Stk33,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm25450,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Olfr510,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm6702,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Syt9,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm1966,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm8982,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm29706,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Olfr654,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm45994,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Olfr520,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39053,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Vmn2r-ps67,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39043,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm51489,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm7726,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm39037,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
A730056A06Rik,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm6567,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm45990,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm23042,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir6416,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18472,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm23431,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18908,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
n-TEttc7,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
LOC115486569,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18353,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18349,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
2310002F09Rik,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm6605,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm12784,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm9162,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Scgb1b8-ps,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Scgb1b3,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm32029,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Cyp2g1,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Cyp2b23,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4607,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Ceacam10,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Lypd11,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Ptma-ps1,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4207,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Vmn1r-ps73,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18877,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm19092,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mill1,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm9521,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm25815,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Pnmal1,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Ass-ps1,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Vmn1r-ps69,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Vmn1r-ps66,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Vmn1r-ps62,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm38430,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4903,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Vmn2r46,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4011,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18201,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Vmn2r-ps47,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm7696,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
2810047C21Rik1,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm3675,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm7230,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
LOC115485607,0.058157782,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm18757,0.059117491,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Pira1,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
4930579D09Rik,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm52926,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm28523,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm52923,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Art4,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm4714,0.061561294,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Tubb3-ps1,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm34391,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Klra10,0.063529821,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Cd69,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
LOC115486330,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mug1,0.074609885,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
A2m,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Slc6a13,0.067393057,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Gm52874,0.066831387,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
Mir7044,0.059943534,-0.432130026,3.06038251,-0.141201312,0.88771091,NA
